Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
76	3.04	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
77	3.08	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
78	3.12	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
79	3.16	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
80	3.2	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
81	3.24	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
82	3.2800000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
83	3.3200000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
84	3.3600000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
85	3.4000000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
86	3.4400000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
87	3.4800000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
88	3.52	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
89	3.56	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
90	3.6	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
91	3.64	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
92	3.68	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
93	3.72	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
94	3.7600000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
95	3.8000000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
96	3.8400000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
97	3.8800000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
98	3.9200000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
99	3.9600000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
100	4.0	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
101	4.04	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
102	4.08	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
103	4.12	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
104	4.16	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
105	4.2	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
106	4.24	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
107	4.28	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
108	4.32	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
109	4.36	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
110	4.4	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
111	4.44	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
112	4.48	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
113	4.5200000000000005	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
114	4.5600000000000005	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
115	4.6000000000000005	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
116	4.640000000000001	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
117	4.680000000000001	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
118	4.720000000000001	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
119	4.760000000000001	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
120	4.800000000000001	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
121	4.84	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
122	4.88	1	The woman pulls a folder out of the file cabinet. The man in the holding cell stares. Paper Boy recounts his ride in the police car to Earn, complaining that the cop kept talking to him.	Alfred Paper Boy and Earn is not concerned about being arrested, and is calm	0	0	1	"Man, he gon keep talking to me the whole ride too, man. He was like, he was like, 'So, uh, how you doing back there?'"	Alfred Paper Boy	1	1	Jail waiting room	1	County Jail Exposition	
