Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
3013,120.52,"Buster starts to imply there is more to discover, but falters and trails off.","Buster has no explanation why he is studying cartography, he just cannot handle entering the real world.",Buster,yes,"Those guys did a pretty good job, but there's still...",Buster,outdoor,Family boat party,Introducing the Bluths
3101,124.04,Michael stares at Buster as he trails off.,Michael is incredulous and confused.,"Michael, guests",yes,You know...,Buster,outdoor,Family boat party,Introducing the Bluths
3150,126.0,Buster shifts uncomfortably and pulls at his collar. The narrator says Buster has panic attacks.,Buster is uncomfortable and starts having a panic attack.,Buster,yes,He also suffers from crippling panic attacks.,Narrator,outdoor,Family boat party,Introducing the Bluths
3235,129.4,"Michael, his mother (Lucille), and his siblings (Buster, Lindsay, and GOB) pose for a picture. Lucille holds a trophy and flowers. The narrator continues.",Michael appears to be the only high-functioning member of his family.,"Michael, Lindsay, Lucille, Buster, GOB",yes,"Yes, this is his family.",Narrator,outdoor,Family boat party,Introducing the Bluths
3277,131.08,"Zoom out from Michael's face to him , his mother, and his siblings standing together and having their picture taken.","Michael, despite his strange family, is happy.","Michael, Lindsay, Lucille, Buster, GOB",yes,"So, why is Michael so happy?",Narrator,outdoor,Family boat party,Introducing the Bluths
3356,134.24,"Michael, his mother, and his siblings pose for pictures. The narrator says Michael plans to not speak to his family ever again.",Michael is happy. His mother and siblings are awkward.,"Michael, Lindsay, Lucille, Buster, GOB",yes,Because he’s decided to never speak to these people again.,Narrator,outdoor,Family boat party,Introducing the Bluths
3443,137.72,"The show's title, arrested development appears in red and black on a white screen and is circled by a red line.",,,yes,,,,Opening credits,Opening Credits
3483,139.32000000000002,"The name of the show's creator, Mitchell Hurwitz, appears on a white screen in black and red, and a red arrow is drawn pointing to it.",,,yes,,,,Opening credits,Opening Credits
3533,141.32000000000005,BLACK SCREEN 2,,,no,,,,,
3604,144.16,"Michael lays on a blowup mattress on the wooden floor of an unfinished room. The narrator says he was feeling more generous earlier, and ...the morning of the boat party appears on the screen.",,Michael,no,Michael was feeling more generous about his family on the morning of the boat party.,Narrator,indoor,Unfinished attic,Waking Up in the Model Unit
3722,148.88,Michael asks what thing is the most important.,Michael is rhetorically referring to family.,Michael,no,What comes before anything? What have we always said is the most important thing?,Michael,indoor,Unfinished attic,Waking Up in the Model Unit
3824,152.96,"Zoom to show George-Michael, Michael's son, laying on a bed on the floor next to Michael.",,"Michael, George-Michael",no,,,indoor,Unfinished attic,Waking Up in the Model Unit
3876,155.04000000000005,"George-Michael pauses, then answers.",,"Michael, George-Michael",no,Breakfast.,George-Michael,indoor,Unfinished attic,Waking Up in the Model Unit
3920,156.8,Michael corrects George-Michael,,"Michael, George-Michael",no,Family.,Michael,indoor,Unfinished attic,Waking Up in the Model Unit
3947,157.88000000000005,George-Michael responds and jokes to try to cover his misunderstanding.,,George-Michael,no,"Family, right. I thought you meant of the things you eat.",George-Michael,indoor,Unfinished attic,Waking Up in the Model Unit
4036,161.44,The scene freezes. The narrator introduces George-Michael. George Michael Bluth Frozen banana salesman / child is written on the screen.,,George-Michael,no,"This is Michael's son, George-Michael.",Narrator,indoor,Unfinished attic,Waking Up in the Model Unit
4110,164.4,Michael sits up and turns toward his son. He talks about the sacrifices they has made for their family.,,Michael,no,"I mean, we have made nothing but sacrifices for this family",Michael,indoor,Unfinished attic,Waking Up in the Model Unit
4179,167.16,George-Michael looks at his father. Michael tells him that their sacrifices will pay off that night.,Michael is excited.,George-Michael,no,"And tonight, it all pays off, my boy.",Michael,indoor,Unfinished attic,Waking Up in the Model Unit
4227,169.08,Michael raises his eyebrows and says George Senior will make him a partner in their real estate business.,Michael is excited.,Michael,no,"Tonight, your granddad makes me partner.",Michael,indoor,Unfinished attic,Waking Up in the Model Unit
4279,171.16,George-Michael smiles.,,George-Michael,no,,,indoor,Unfinished attic,Waking Up in the Model Unit
4325,173.0,Michael smiles back at his son. The narrator explains the family business.,,Michael,no,To prove his dedication to the family,Narrator,indoor,Unfinished attic,Waking Up in the Model Unit
4366,174.64,Michael and George-Michael fight playfully with pillows. The narrator explains why they are sleeping on the floor in an unfinished attic in one of their family's model homes.,,"Michael, George-Michael",no,"business, Michael has decided to live",Narrator,indoor,Unfinished attic,Waking Up in the Model Unit
4399,175.96,"A advertisement painting for the Bluth family's newest housing development. The name of the development, Sudden Vally A Bluth Company Development, is written on the advertisement.",,,yes,"here, in the model unit",Narrator,indoor,Unfinished attic,Waking Up in the Model Unit
4445,177.8,"The model home sits alone in a large area of brown, undeveloped land. The house is very upscale and fancy looking.",The model home they live in is the first and so far only house built.,,yes,of his father's latest housing tract.,Narrator,outdoor,Model home exterior,Waking Up in the Model Unit
4497,179.88000000000005,Michael and George-Michael pick up their inflatable mattresses from the attic floor and carry them away. The narrator explains why they sleep in the attic.,,"Michael, George-Michael",yes,The guys live in the attic so that the house can still,Narrator,indoor,Unfinished attic,Waking Up in the Model Unit
4572,182.88,"The narrator explains why they sleep in the attic. A sign outside the model unit advertises the house, reading Model Unit Have a Look Around!",,,yes,function as a pristine selling tool.,Narrator,outdoor,Model home exterior,Waking Up in the Model Unit
4632,185.28,"George-Michael sits at a table, in front of a fake turkey, fruit, and vegetable centerpiece. Michael walks by and taps him on the head with a paper bowl. He discusses his promotion.",Michael excitedly anticipates being made partner.,"George-Michael, Michael",yes,"And when I do get that promotion, I'll finally be",Michael,indoor,Model home interior,Waking Up in the Model Unit
4682,187.28,"Michael sits down at the table next to George-Michael, in front of the fake turkey centerpiece, and passes him a paper bowl. He makes a promise to George-Michael once he gets his promotion.",Michael expects the promotion and wants to take good care of his son.,"Michael, George-Michael",yes,"able to get you what you deserve, you know? Like a real home.",Michael,indoor,Model home interior,Waking Up in the Model Unit
4774,190.96,George-Michael smiles and tells his father their home is real.,George-Michael is kind to his father and appreciates his hard work and sacrifices.,George-Michael,yes,This is a real home.,George-Michael,indoor,Model home interior,Waking Up in the Model Unit
4835,193.4,Michael smiles and tells George-Michael their home is fake. He reaches over to the fake turkey centerpiece.,Michael appreciates his son's kindness but is not content in the model unit.,"Michael, George-Michael",yes,"No, it's not. It's a fake home, son.",Michael,indoor,Model home interior,Waking Up in the Model Unit
4909,196.36,Michael picks up the fake turkey to reveal a hollow bottom. He asks George-Michael which type of cereal he wants and pulls a box out of the hollow turkey.,Michael and George-Michael cannot settle in their home when they have to keep it perfectly pristine.,"Michael, George-Michael",yes,You want the loops or the flakes today?,Michael,indoor,Model home interior,Waking Up in the Model Unit
4971,198.84,"A sign above a pier with docks, boats, and a Ferris wheel reads Welcome to Balboa. The camera zooms in on the sign. The narrator speaks.",,,yes,The guys then headed down to Balboa Island,Narrator,outdoor,Balboa Island,Michael meets with GOB
5030,201.2,A black and white pictures shows Bluth's Original Frozen Banana stand. The narrator says George Senior started the stand in nineteen fifty-three. 1953 is written on the screen.,,,yes,so George-Michael could work at the frozen banana stand his grandfather started in nineteen fifty-three.,Narrator,outdoor,Banana stand,Michael meets with GOB
5154,206.16000000000003,"The old photo fades into the present banana stand. George-Michael stands in the window, offering passing people frozen bananas.",,George-Michael,yes,Bananas,George-Michael,outdoor,Banana stand,Michael meets with GOB
5187,207.48,George-Michael stands in the window of the banana stand as people walk by. The narrator talks.,George-Michael does not like his job.,George-Michael,yes,"Michael, meanwhile, was meeting his",Narrator,outdoor,Banana stand,Michael meets with GOB
5243,209.72,GOB rides a Segway down the sidewalk. The narrator says he and Michael are meeting.,,GOB,yes,"brother GOB, hoping to discuss his father's boat party.",Narrator,outdoor,Balboa Island,Michael meets with GOB
5332,213.28,GOB rides a Segway down the sidewalk. Michael asks GOB a question.,,GOB,yes,You have your check,Michael,outdoor,Balboa Island,Michael meets with GOB
5353,214.12,"Michael and GOB stand in front of a pier full of large, expensive yachts. GOB is on his Segway. Michael asks if GOB has a check to help pay for their father's party.",,"Michael, GOB",no,for your share of the party?,Michael,outdoor,Balboa Island,Michael meets with GOB
5384,215.36,GOB replies.,,"Michael, GOB",no,You know,GOB,outdoor,Balboa Island,Michael meets with GOB
5398,215.92,"GOB says that instead of money, he will contribute a magic show.",GOB does not plan to help pay for the party.,"GOB, Michael",no,I sort of thought my contribution could be a magic show.,GOB,outdoor,Balboa Island,Michael meets with GOB
5511,220.44000000000003,GOB and the Alliance of Magicians stand in a group. GOB holds a sign that reads We Demand To Be Taken Seriously. A gong rings.,,GOB,no,,,,Narrator backstory,Michael meets with GOB
5549,221.96,"Michael replies, saying it's perfect.",Michael is being sarcastic. He is annoyed at GOB's lack of contribution.,"Michael, GOB",no,"Oh that's perfect, GOB.",Michael,outdoor,Balboa Island,Michael meets with GOB
5575,223.0,GOB thanks Michael.,,GOB,no,Thank you.,GOB,outdoor,Balboa Island,Michael meets with GOB
5612,224.48,"Michael reminds GOB that this is a retirement party, not a child's birthday.",Michael is being sarcastic and is annoyed with GOB's lack of contribution.,Michael,no,"Or, wait a minute. I just remembered something. Dad’s retiring, not turning six.",Michael,outdoor,Balboa Island,Michael meets with GOB
5694,227.76,"GOB argues and defends his magic, and the new Aztec Tomb illusion he bought.",,"GOB, Michael",no,"Hey, come on, I just bought this new illusion called The Aztec Tomb.",GOB,outdoor,Balboa Island,Michael meets with GOB
5790,231.6,GOB says his new illusion was expensive. Michael talks over him.,Michael is annoyed with GOB. GOB does not want to contribute money.,"GOB, Michael",no,"It cost, like, eighteen grand, I’m gonna do it on the boat! ""Com on, GOB, I don't care!""","GOB, Michael",outdoor,Balboa Island,Michael meets with GOB
5875,235.00000000000003,GOB continues arguing.,,"GOB, Michael",no,"Look, what do you",GOB,outdoor,Balboa Island,Michael meets with GOB
5900,236.00000000000003,GOB suggests Michael have the family company pay for the retirement party. Michael rolls his eyes.,Michael is annoyed with GOB.,Michael,no,care? Can't you just charge the party to the company?,GOB,outdoor,Balboa Island,Michael meets with GOB
5958,238.32,Michael says the company cannot pay for the party.,Michael is incredulous at GOB's lack of business understanding.,Michael,no,"No, it's not a business expense.",Michael,outdoor,Balboa Island,Michael meets with GOB
5992,239.68,"GOB says Lindsay, their sister, has probably been charging her expensive hotel to the company for a month.",GOB is annoyed.,"GOB, Michael",no,"So what? Lindsay’s been staying at the Four Seas for, like, a month. She’s probably charging the company.",GOB,outdoor,Balboa Island,Michael meets with GOB
6071,242.84,"Michael pauses for a moment, then asks GOB is Lindsay has been in town for a month.",Michael is surprised and did not know his sister was in town.,Michael,no,Lindsay’s been in town for a month?,Michael,outdoor,Balboa Island,Michael meets with GOB
6137,245.48,"GOB pauses for a moment, then says answers.","GOB realized he made a mistake, and that Michael did not know Lindsay was in town.","GOB, Michael",no,I don't think so.,GOB,outdoor,Balboa Island,Michael meets with GOB
6188,247.52,GOB turns around on his Segway and rides away.,GOB awkwardly leaves.,"GOB, Michael",yes,,,outdoor,Balboa Island,Michael meets with GOB
6237,249.48,"Michael looks up, then down. The narrator speaks.",Michael is upset his sister did not tell him she was in town for so long.,Michael,yes,Michael was upset to hear this,Narrator,outdoor,Balboa Island,Michael meets with GOB
6303,252.12,Michael opens the door to Lucille's hotel room and quickly walks in.,,Michael,yes,so he went to discuss it with his mother.,Narrator,indoor,Lucille's hotel room,Cutting Lucille Off
6350,254.00000000000003,Michael enters Lucille's hotel room and calls out for her.,Michael is annoyed.,Michael,yes,Mom? Mother?,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6390,255.6,Michael demands Lucille's company checkbook so she cannot spend more company money.,Michael is annoyed with his mother.,"Michael, Lucille",yes,Give me your company checkbook. You’re cut off.,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6437,257.48,Lucille complains that someone cut the foot off of her fox fur. Michael rolls his eyes.,Lucille ignore Michael and is upset. Michael is annoyed.,"Lucille, Michael",no,"Michael, look! Look what happened to my fox. Someone cut off his little foot.",Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
6586,263.44,Lucille wraps the fox fur around her neck and asks if the missing foot is noticeable.,,"Lucille, Michael",no,"Is it, is it noticeable?",Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
6655,266.2,Michael replies.,,"Lucille, Michael",no,Well...,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6671,266.83999999900004,Michael tells Lucille she will be splattered in red paint so it does not matter.,Michael is being sarcastic and jokingly references animal cruelty protestors throwing red paint on people wearing fur.,"Michael, Lucille",no,"you’ve got to remember, you’re going to be all splattered in red paint. That’s gonna distract the eye.",Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6783,271.32,Lucille takes off the fox fur. Michael berates her for using company money for her own expenses.,Michael is annoyed.,"Lucille, Michael",no,I don't want you charging any more of your,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6839,273.56,Michael berates his mother for using company money for her own expenses.,"Michael is annoyed, and the only responsible member of his family.",Michael,no,personal expenses to the company.,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6875,275.0,"Lucille brushes her hair, walks past Michael, and says she paid for GOB's Aztec Tomb with company money.",Lucille does not take company money seriously.,"Lucille, Michael",no,"Well, I had to pay for The Aztec Tomb.",Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
6934,277.36,Lucille walks past Michael. Michael turns.,,"Lucille, Michael",no,GOB says it’s a career maker.,Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
6973,278.92,Michael replies.,Michael is incredulous.,Michael,no,"Wait a minute, the",Michael,indoor,Lucille's hotel room,Cutting Lucille Off
6997,279.88,Michael asks if the company paid for GOB's Aztec Tomb. Lucille brushes her hair.,Michael is incredulous.,Lucille,no,company paid for The Aztec Tomb? That’s great.,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
7061,282.44,"Michael changes the subject to his sister, Lindsay.",Michael is angry.,"Michael, Lucille",no,"Well, I was talking about Lindsay, okay?",Michael,indoor,Lucille's hotel room,Cutting Lucille Off
7113,284.5200000000001,Michael accuses Lucille of paying for Lindsay's hotel and not telling him she was there.,Michael is angry and hurt.,Michael,no,"You put her in a five-star hotel, on top of which, you didn’t even tell me that she was in town.",Michael,indoor,Lucille's hotel room,Cutting Lucille Off
7224,288.9600000000001,Michael steps toward his mother. Lucille replies.,Lucille is defensive.,Michael,no,If you're saying I play,Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
7260,290.4000000000001,Lucille brandishes her brush at Michael and yells that she loves all her children equally.,Lucille is defensive.,"Lucille, Michael",no,"favorites, you’re wrong. I love all my children equally.",Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
7330,293.2000000000001,Lucille sits outside with a cocktail in her hand and says she does not particularly like GOB. earlier that day is written on the screen.,This flashback contradicts Lucille's claim of loving all her children equally.,Lucille,no,I don't care for GOB.,Lucille,outdoor,Restaurant,Cutting Lucille Off
7395,295.8,Buster looks up from his meal at Lucille. Lucille sips her drink.,Buster is surprised.,"Buster, Lucille",no,,,outdoor,Restaurant,Cutting Lucille Off
7443,297.72,Lucille walks away and admits to using company money for herself a few times. Michael walks after her.,Lucille brushes off her personal use of company money.,"Lucille, Michael",no,"Good grief, I dipped into the kitty a couple of times.",Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
7534,301.36,Lucille keeps walking and Michael follows her. She tells him to focus on the announcement George Senior will make that night.,,"Lucille, Michael",no,You should be focused on tonight. Dad’s making a big announcement.,Lucille,indoor,Lucille's hotel room,Cutting Lucille Off
7653,306.12,Michael grins and asks his mother if his father's announcement is about him.,Michael is excited and anticipating his promotion.,"Michael, Lucille",no,"Yeah? I knew it. It’s about me, isn’t it?",Michael,indoor,Lucille's hotel room,Cutting Lucille Off
7752,310.0800000000001,Lucille picks up a drink and winks at Michael,Lucille implies the announcement is about Michael.,Lucille,no,,,indoor,Lucille's hotel room,Cutting Lucille Off
7790,311.6,Michael playfully insults Lucille's winking face.,,"Michael, Lucille",no,I wonder how I can talk you out of ever making that face again.,Michael,indoor,Lucille's hotel room,Cutting Lucille Off
7871,314.8400000000001,Lucille glares at Michael.,,Lucille,no,,,indoor,Lucille's hotel room,Cutting Lucille Off
7897,315.88,Tobias shouts Michael's name from off screen.,,"Michael, Lucille",no,Michael!,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
7912,316.48,Michael greets Tobias. Tobias places his glasses down on the table.,,Tobias,no,Tobias!,Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
7956,318.24,Tobias walks over to Michael and asks how he is.,,Tobias,no,How are you?,Tobias,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8023,320.92,Tobias hugs Michael and laughs.,,"Tobias, Michael",no,,,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
8050,322.0,Tobias and Michael hug. Michael asks how Tobias's job search is going.,Michael laughs awkwardly. Tobias is unemployed.,"Michael, Tobias",no,"Good, good. How's your, uh, job search coming?",Michael,indoor,Lucille's hotel room,Lindsay and Tobias Arrive and Embezzle
